As Of,Document Create Date,Sales_ID,Material Number,Line Customer Request Date,Delivery Block Item,Delivery Block Description,Quantity Backordered in Base Unit,BackOrderedNetValue_USD,KEY,Rootcause,ETA Full BO,BO Category,Comments
2023-11-07,2023-10-25,2d4b4441-e174,013-SEALSURE-01,2023-10-25,,,5,14060,NU3775419878,,,0,
2023-11-07,2023-10-09,c0acb883-572b,002-NX-01,2023-10-09,16,,7,42350,BB3101166142,,,0,
2023-11-07,2023-10-26,f9e60d48-c373,007-TYVEK-01,2023-10-26,16,,3,6465,UB0785573390,,,0,
2023-11-07,2023-10-12,18a9aef0-94fc,014-VERISURE-BD,2023-10-12,16,,10,103220,CW4203384169,,,0,
2023-11-07,2023-10-31,5b20a8b3-c052,017-EVOTECH-01,2023-11-01,16,,5,36880,FK4238894914,,,0,
2023-11-07,2023-09-21,bfce898b-095f,014-VERISURE-BD,2023-10-21,16,,11,104808,KH0120594866,,,0,
2023-11-07,2023-10-25,a979376d-89c3,016-AEROFLEX-01,2023-10-25,16,,3,7272,WB5699297017,,,0,
2023-11-07,2023-09-15,8609d565-d020,009-CCB-01,2023-09-15,,,11,119867,HX4904065728,,,0,
2023-11-07,2023-10-09,c82f4e53-a082,018-ENZOL-01,2023-10-09,16,,5,61750,ZW6655530301,,,0,
2023-11-07,2023-11-06,b8431131-a034,017-EVOTECH-01,2023-11-06,,,1,2766,BV8664688227,,,0,
2023-11-07,2023-10-31,28fc5c31-bb8a,015-VERISURE-MI,2023-11-01,16,,4,8224,RD9843392567,,,0,
2023-11-07,2023-09-15,4a8d6981-ed1a,019-CIDEX-01,2023-09-15,,,3,9930,KV4011319160,,,0,
2023-11-07,2023-10-06,cffdd07b-3f52,001-100NX-01,2023-10-05,,,3,12270,WD6036385430,,,0,
2023-11-07,2023-10-12,5222b73c-9e9e,018-ENZOL-01,2023-10-12,16,,5,47500,HA1001160997,,,0,
2023-11-07,2023-10-03,a3a8f640-9dad,010-VELOCITY-01,2023-10-03,16,,3,5124,CM2664717567,,,0,
2023-11-07,2023-09-25,0e573430-a072,012-BIOTRACE-MINI,2023-09-25,16,,2,816,EX7967524818,,,0,
2023-11-07,2023-11-03,2631f5bd-dc28,006-TRAYMAT-01,2023-11-03,Z1,,4,46332,GN1461643136,,,0,
2023-11-07,2023-10-06,36866eb7-17b3,017-EVOTECH-01,2023-10-06,16,,1,3688,QY0369552326,,,0,
2023-11-07,2023-10-12,711629c0-27c3,013-SEALSURE-01,2023-10-12,16,,1,296,RZ2079245336,,,0,
2023-11-07,2023-10-09,b5d46acf-12c7,019-CIDEX-01,2023-10-09,16,,1,1986,WG7774410515,,,0,
2023-11-07,2023-09-19,3724981e-807f,015-VERISURE-MI,2023-09-19,,,9,69390,QN5603558891,,,0,
2023-11-07,2023-10-19,dca5da5b-453f,020-CIDEX-TS-01,2023-10-28,,,12,3264,ZT9168723491,,,0,
2023-11-07,2023-09-26,89d20b1e-9a6d,010-VELOCITY-01,2023-09-26,16,,2,976,LF6331808232,,,0,
2023-11-07,2023-10-27,1ed3ab9f-3bd0,005-APTITRH-01,2023-10-27,,,4,468,UC1521231126,,,0,
2023-11-07,2023-10-06,4f2b8bea-f3cd,014-VERISURE-BD,2023-10-06,16,,8,114336,RX7696978067,,,0,
2023-11-07,2023-06-19,97baf41f-a0ea,003-100S-01,2023-09-01,,,6,84672,UY9753734604,,,0,
2023-11-07,2023-10-12,28062b0e-f7cc,012-BIOTRACE-MINI,2023-10-12,16,,2,1632,FH5194126845,,,0,
2023-11-07,2023-10-27,31452fda-cbd8,018-ENZOL-01,2023-10-27,,,10,104500,KA9864714014,,,0,
2023-11-07,2023-10-18,bef9a056-e3f1,006-TRAYMAT-01,2023-10-18,16,,6,101574,EP3002402690,,,0,
2023-11-07,2023-09-26,d91eb29a-1ec9,007-TYVEK-01,2023-09-26,16,,4,20688,WB7318930561,,,0,
2023-11-07,2023-10-20,da7cf5ef-7e7b,013-SEALSURE-01,2023-10-20,16,,2,592,XJ1666506195,,,0,
2023-11-07,2023-11-06,57e4eb36-6eb7,011-BIOTRACE-PRO,2023-11-06,,,17,215016,MS6947194418,,,0,
2023-11-07,2023-10-26,c9b21284-ab66,014-VERISURE-BD,2023-10-26,16,,8,69872,HZ5969064941,,,0,
2023-11-07,2023-10-06,227f4b2b-437d,016-AEROFLEX-01,2023-10-06,16,,2,5656,DN2698032558,,,0,
2023-11-07,2023-09-26,a9601b9b-0261,001-100NX-01,2023-09-25,,,9,110430,QZ9740542098,,,0,
2023-11-07,2023-11-03,ed83a5d8-23e1,001-100NX-01,2023-11-03,,,5,61350,VB3122556933,,,0,
2023-11-07,2023-09-28,f431b375-8d45,014-VERISURE-BD,2023-09-28,,,7,50022,YO7115796286,,,0,
2023-11-08,2023-11-03,a904625f-d360,021-CIDEZYME-01,2023-11-03,16,,1,105,YD2817401278,,,0,
2023-11-08,2023-10-24,8ce6d708-fd27,020-CIDEX-TS-01,2023-10-23,,,5,1600,RE5352473042,,,0,
2023-11-08,2023-11-06,2885c1c8-c563,011-BIOTRACE-PRO,2023-11-06,,,12,133920,KE9988366946,,,0,
2023-11-08,2023-10-25,f3d7f34e-e058,003-100S-01,2023-10-25,,,6,37632,UZ8572036800,,,0,
2023-11-08,2023-10-09,3febf15e-4866,005-APTITRH-01,2023-10-09,16,,7,728,LI6334382739,,,0,
2023-11-08,2023-11-06,71972bff-59a6,018-ENZOL-01,2023-11-06,,,18,342000,NE5265804324,,,0,
2023-11-08,2023-10-31,ec20948b-c04b,004-APTITR-01,2023-11-01,16,,2,6864,EM7600901989,,,0,
2023-11-08,2023-10-26,012d8109-7ab8,011-BIOTRACE-PRO,2023-10-26,16,,6,89280,SS8874366707,,,0,
2023-11-08,2023-10-23,c68c84d4-3e3a,008-CASSETTE-01,2023-10-23,16,,1,3140,VA3901842510,,,0,
2023-11-08,2023-10-31,d89f38e4-7001,007-TYVEK-01,2023-11-01,16,,2,2586,ZB8952543507,,,0,
2023-11-08,2023-09-21,0968e621-f53f,001-100NX-01,2023-10-21,16,,3,7362,OX7717361528,,,0,
2023-11-08,2023-10-12,5da778f8-0fdc,009-CCB-01,2023-10-12,16,,6,23076,LY2274212040,,,0,
2023-11-08,2023-10-25,63a712e6-a4b0,005-APTITRH-01,2023-10-25,16,,19,4940,ZY9176842263,,,0,
2023-11-08,2023-09-15,c6283ded-7ec4,008-CASSETTE-01,2023-09-15,,,6,84780,AS0491594760,,,0,
2023-11-08,2023-11-07,8034b7d7-dabb,020-CIDEX-TS-01,2023-11-07,,,7,784,IJ5575390231,,,0,
2023-11-08,2023-11-07,b8ee22ca-bfa1,009-CCB-01,2023-11-07,,,2,12820,HE4594318197,,,0,
2023-11-08,2023-11-06,e2e392f0-18ff,020-CIDEX-TS-01,2023-11-06,,,2,64,IU8756229969,,,0,
2023-11-08,2023-09-15,502d2125-2a2c,021-CIDEZYME-01,2023-09-15,,,6,8820,NO1539997008,,,0,
2023-11-08,2023-10-06,eb0a776f-9ebb,001-100NX-01,2023-10-05,,,3,34356,GB2738577296,,,0,
2023-11-08,2023-10-12,41026512-1b8e,006-TRAYMAT-01,2023-10-12,16,,11,107811,HW0144243163,,,0,
2023-11-08,2023-11-07,59b246e7-e64c,019-CIDEX-01,2023-11-07,,,3,31776,HO7639206054,,,0,
2023-11-08,2023-10-03,25e01d06-b11e,008-CASSETTE-01,2023-10-03,16,,3,7065,TM4537119006,,,0,
2023-11-08,2023-10-12,d562c03a-2d16,012-BIOTRACE-MINI,2023-10-12,16,,10,19040,ME3995252477,,,0,
2023-11-08,2023-09-25,c83eefb8-0667,015-VERISURE-MI,2023-09-25,16,,1,514,OP0265462856,,,0,
2023-11-08,2023-11-03,2867910c-5444,010-VELOCITY-01,2023-11-03,Z1,,1,488,IT0804072751,,,0,
2023-11-08,2023-10-18,1e4c3a0c-94fa,019-CIDEX-01,2023-10-18,16,,6,51636,GA5042846068,,,0,
2023-11-08,2023-10-06,96167ba6-a4fc,019-CIDEX-01,2023-10-06,16,,1,1324,VQ9716603742,,,0,
2023-11-08,2023-11-07,a6eac3ad-7a55,019-CIDEX-01,2023-11-07,,,1,3310,IS3650268076,,,0,
2023-11-08,2023-09-26,fc392993-ab1e,001-100NX-01,2023-09-26,16,,1,1636,GB9642116219,,,0,
2023-11-08,2023-10-09,3ae24bee-34d4,007-TYVEK-01,2023-10-09,16,,13,100854,TP3966503582,,,0,
2023-11-08,2023-09-19,a14caba0-e276,003-100S-01,2023-09-19,,,8,106624,BY6211694678,,,0,
2023-11-08,2023-10-19,de2e22f6-328d,008-CASSETTE-01,2023-10-28,,,5,51025,FM6787060587,,,0,
2023-11-08,2023-10-27,79c7caa9-119a,016-AEROFLEX-01,2023-10-27,,,1,2828,YY4461672209,,,0,
2023-11-08,2023-09-26,92d4208b-2ed0,002-NX-01,2023-09-26,16,,2,3630,NB1271634729,,,0,
2023-11-08,2023-10-27,5d67195f-5558,019-CIDEX-01,2023-10-27,,,2,14564,JG8328351177,,,0,
2023-11-08,2023-10-06,e55916c3-e1b6,004-APTITR-01,2023-10-06,16,,6,41184,HW8126182997,,,0,
2023-11-08,2023-06-19,23515113-9979,011-BIOTRACE-PRO,2023-09-01,,,12,178560,SV2880595622,,,0,
2023-11-08,2023-11-06,eda3dfd2-8010,019-CIDEX-01,2023-11-06,,,9,119160,NX3659406366,,,0,
2023-11-08,2023-10-12,14f0d5eb-d9b6,021-CIDEZYME-01,2023-10-12,16,,1,525,BR2015571253,,,0,
2023-11-08,2023-10-09,f90b9e8a-e00d,010-VELOCITY-01,2023-10-09,16,,1,244,PS5637869903,,,0,
2023-11-08,2023-10-25,c3f98139-154a,016-AEROFLEX-01,2023-10-25,,,3,6060,GB7203454457,,,0,
2023-11-08,2023-11-03,6e5b8282-d5c5,013-SEALSURE-01,2023-11-03,,,1,1924,JU8468782492,,,0,
2023-11-08,2023-10-31,114b449a-14d9,011-BIOTRACE-PRO,2023-11-01,16,,4,11904,ZJ0383619219,,,0,
2023-11-08,2023-10-20,33b0ccb0-f817,003-100S-01,2023-10-20,16,,4,28224,SO1335392613,,,0,
2023-11-08,2023-11-07,6698f800-dfeb,008-CASSETTE-01,2023-11-07,,,12,169560,QU9704201899,,,0,
2023-11-08,2023-11-06,60a63e3a-fcc5,020-CIDEX-TS-01,2023-11-06,,,10,1760,DH1248322943,,,0,
2023-11-08,2023-10-26,a255eba6-913b,013-SEALSURE-01,2023-10-26,16,,4,2368,MC6377414747,,,0,
2023-11-08,2023-10-06,1d11d95a-a7b4,001-100NX-01,2023-10-06,16,,16,209408,NX9554846723,,,0,
2023-11-08,2023-09-26,b31a9f10-90ca,010-VELOCITY-01,2023-09-25,,,5,6100,JP6302114984,,,0,
2023-11-08,2023-11-03,f781a25a-61a5,006-TRAYMAT-01,2023-11-03,,,4,17820,KC4509192037,,,0,
2023-11-08,2023-09-28,1dd7e16e-e0ba,021-CIDEZYME-01,2023-09-28,,,6,7560,RU3820195033,,,0,
2023-11-09,2023-09-26,defa2843-8f9d,003-100S-01,2023-09-26,16,,1,3136,YE2345023567,,,0,
2023-11-09,2023-11-03,c2bdc921-427e,017-EVOTECH-01,2023-11-03,,,2,9220,TJ8092429890,,,0,
2023-11-09,2023-11-08,bf62aac4-6462,018-ENZOL-01,2023-11-08,16,,7,79800,OS8823514182,,,0,
2023-11-09,2023-11-03,b1e0d54b-ff53,016-AEROFLEX-01,2023-11-03,16,,11,66660,FH3474536704,,,0,
2023-11-09,2023-10-26,0f86b7e6-f9a2,020-CIDEX-TS-01,2023-10-26,16,,9,2304,CE8011333938,,,0,
2023-11-09,2023-10-25,79c91053-d32c,012-BIOTRACE-MINI,2023-10-25,,,4,2720,GJ5682577296,,,0,
2023-11-09,2023-11-06,cf80bdb2-e0f6,002-NX-01,2023-11-06,,,16,154880,KE2289534405,,,0,
2023-11-09,2023-11-07,8f99ca0c-e8ef,011-BIOTRACE-PRO,2023-11-08,16,,3,13392,ZG5937180048,,,0,
2023-11-09,2023-10-19,08fc445b-c92d,021-CIDEZYME-01,2023-10-28,,,9,11340,GO1100350605,,,0,
2023-11-09,2023-10-06,476bb32e-4863,014-VERISURE-BD,2023-10-06,16,,14,177856,BX9589670266,,,0,
2023-11-09,2023-10-09,df433e6d-31cc,021-CIDEZYME-01,2023-10-09,16,,13,23205,LG3139619423,,,0,
2023-11-09,2023-10-09,ec0fb992-d771,015-VERISURE-MI,2023-10-09,16,,1,3598,FQ7693616057,,,0,
2023-11-09,2023-06-19,f7035424-d64b,016-AEROFLEX-01,2023-09-01,,,1,808,NB1921646358,,,0,
2023-11-09,2023-10-06,0a91e7f3-1015,011-BIOTRACE-PRO,2023-10-05,,,1,744,NA0090141052,,,0,
2023-11-09,2023-11-08,9cc91760-338d,016-AEROFLEX-01,2023-11-08,,,1,4040,DG9985969155,,,0,
2023-11-09,2023-09-28,2c235aa8-67ce,006-TRAYMAT-01,2023-09-28,,,1,891,HH9214845174,,,0,
2023-11-09,2023-10-31,bc66bdd7-c7c7,017-EVOTECH-01,2023-11-01,16,,11,111562,EV9705022119,,,0,
2023-11-09,2023-09-26,5a8400ca-9826,011-BIOTRACE-PRO,2023-09-25,,,7,67704,QA4528680199,,,0,
2023-11-09,2023-11-07,41fc7593-d0a2,013-SEALSURE-01,2023-11-08,16,,3,2220,HZ8039507196,,,0,
2023-11-09,2023-11-07,8cbb0f53-529c,020-CIDEX-TS-01,2023-11-08,16,,1,32,TH6700552963,,,0,
2023-11-09,2023-11-07,52df3c32-81e4,013-SEALSURE-01,2023-11-07,,,1,148,SJ1429968967,,,0,
2023-11-09,2023-11-03,a5ee3939-5fb5,010-VELOCITY-01,2023-11-03,,,6,14640,PA4973814045,,,0,
2023-11-09,2023-10-18,6ec2c30e-8b96,001-100NX-01,2023-10-18,16,,4,35992,DL6295637583,,,0,
2023-11-09,2023-11-07,f06336f1-1bc1,020-CIDEX-TS-01,2023-11-07,,,2,192,HH4069578966,,,0,
2023-11-09,2023-10-27,a656656e-faf2,014-VERISURE-BD,2023-10-27,,,6,47640,TB1357380691,,,0,
2023-11-09,2023-10-12,274e43b6-6628,002-NX-01,2023-10-12,16,,1,7260,IK8958100678,,,0,
2023-11-09,2023-11-08,53e8bd4c-6339,012-BIOTRACE-MINI,2023-11-08,16,,11,22440,DK0392143796,,,0,
2023-11-09,2023-11-07,ea1ceb36-1f07,021-CIDEZYME-01,2023-11-08,16,,5,3150,HQ0395003351,,,0,
2023-11-09,2023-11-08,d5f4373c-c2ec,007-TYVEK-01,2023-11-08,16,,3,21981,IS2264905018,,,0,
2023-11-09,2023-10-25,e558757c-d16f,006-TRAYMAT-01,2023-10-25,16,,15,267300,IF0932630748,,,0,
2023-11-09,2023-11-07,32fa7594-10a1,015-VERISURE-MI,2023-11-08,16,,5,41120,ZT9684451197,,,0,
2023-11-09,2023-11-06,da7cf5ef-7e7b,013-SEALSURE-01,2023-11-06,,,2,592,UV1885796059,,,0,
2023-11-09,2023-10-09,666ef9b3-9725,005-APTITRH-01,2023-10-09,16,,8,1040,IA3471484447,,,0,
2023-11-09,2023-10-31,fce5b93e-4f9b,021-CIDEZYME-01,2023-11-01,16,,12,17640,BN0930656920,,,0,
2023-11-09,2023-11-06,4c9fe3b2-948d,014-VERISURE-BD,2023-11-06,,,3,42876,FB8399722473,,,0,
2023-11-09,2023-11-08,cf80bdb2-e0f6,002-NX-01,2023-11-08,,,11,106480,YI7992973277,,,0,
2023-11-09,2023-09-26,ea5ff651-2627,019-CIDEX-01,2023-09-26,16,,3,7944,EL6848983188,,,0,
2023-11-09,2023-10-24,5e4f3b4c-1e96,016-AEROFLEX-01,2023-10-23,,,2,7272,GM1269902333,,,0,
2023-11-09,2023-11-08,884fe4d7-4811,002-NX-01,2023-11-08,16,,1,1210,SG3963524156,,,0,
2023-11-09,2023-10-23,ed8f213d-385a,021-CIDEZYME-01,2023-10-23,16,,10,16800,HD6609741812,,,0,
2023-11-09,2023-10-26,7d514b3d-32d5,015-VERISURE-MI,2023-10-26,16,,2,3084,DX1571256487,,,0,
2023-11-09,2023-11-08,19453aa1-d543,021-CIDEZYME-01,2023-11-08,16,,3,1575,FX5497914713,,,0,
2023-11-09,2023-09-15,024724f2-609f,004-APTITR-01,2023-09-15,,,1,3861,MF1707806585,,,0,
2023-11-09,2023-11-03,39f09c3b-5a6c,003-100S-01,2023-11-03,Z1,,13,193648,YW9984970501,,,0,
2023-11-09,2023-10-25,09009ca4-6533,002-NX-01,2023-10-25,,,7,67760,ZM9957507835,,,0,
2023-11-09,2023-09-21,a8dabd63-de6e,009-CCB-01,2023-10-21,16,,7,40383,PD4482012165,,,0,
2023-11-09,2023-11-07,9692a401-8781,003-100S-01,2023-11-07,,,1,1568,JH0506552603,,,0,
2023-11-09,2023-09-19,de890a17-839d,011-BIOTRACE-PRO,2023-09-19,,,4,20832,CB9941583487,,,0,
2023-11-09,2023-10-12,3000624b-84ad,005-APTITRH-01,2023-10-12,16,,1,156,SD3038988111,,,0,
2023-11-09,2023-10-27,81942adf-05ba,020-CIDEX-TS-01,2023-10-27,,,2,512,RD4478896787,,,0,
2023-11-09,2023-10-03,18cd6a8b-c59e,013-SEALSURE-01,2023-10-03,16,,9,19980,BQ4126356649,,,0,
2023-11-09,2023-11-06,b7a433d7-9513,008-CASSETTE-01,2023-11-06,,,7,43960,JU2307393435,,,0,
2023-11-09,2023-10-06,13da631d-7fb1,017-EVOTECH-01,2023-10-06,16,,4,18440,ZC6481943065,,,0,
2023-11-09,2023-11-08,a9d57815-cea4,009-CCB-01,2023-11-08,,,1,1282,OX1601869545,,,0,
2023-11-09,2023-10-20,56668182-3149,021-CIDEZYME-01,2023-10-20,16,,6,6930,GW4594876553,,,0,
2023-11-09,2023-10-31,793feedd-ea48,001-100NX-01,2023-11-01,16,,4,26176,ZD1835468786,,,0,
2023-11-09,2023-10-06,a07bcd03-8709,018-ENZOL-01,2023-10-06,16,,7,66500,OP3041112892,,,0,
2023-11-09,2023-09-25,1c83d70d-11a3,015-VERISURE-MI,2023-09-25,16,,8,41120,DP4423894314,,,0,
2023-11-09,2023-11-09,96a01b75-e4c9,015-VERISURE-MI,2023-11-08,,,3,4626,DW5643440106,,,0,
2023-11-09,2023-10-12,74c5fc7a-4c45,017-EVOTECH-01,2023-10-12,16,,2,7376,RQ8713530012,,,0,
2023-11-09,2023-11-07,1638dd6c-3d76,006-TRAYMAT-01,2023-11-07,,,4,39204,XF0107788770,,,0,
2023-11-09,2023-11-07,8d7f97f6-72f8,003-100S-01,2023-11-07,,,1,2352,AM3499624051,,,0,
2023-11-09,2023-11-06,880ebdf6-cccb,021-CIDEZYME-01,2023-11-06,,,11,20790,AI1360506354,,,0,
2023-11-09,2023-10-12,3b08cb31-4bbc,001-100NX-01,2023-10-12,16,,3,7362,IE6707646919,,,0,
2023-11-09,2023-09-15,e308e7d6-3b99,005-APTITRH-01,2023-09-15,,,18,4680,KT6026465024,,,0,
2023-11-10,2023-11-06,bdcde3a5-a985,020-CIDEX-TS-01,2023-11-06,,,6,768,GM3532514866,,,0,
2023-11-10,2023-11-03,5d3385bc-d0ca,004-APTITR-01,2023-11-03,,,5,15015,RH5732900130,,,0,
2023-11-10,2023-11-08,d973ddaf-8a6c,008-CASSETTE-01,2023-11-08,16,,1,1570,DW5085485085,,,0,
2023-11-10,2023-10-20,908c2ee0-4042,017-EVOTECH-01,2023-10-20,16,,4,25816,VD0113326412,,,0,
2023-11-10,2023-10-26,553c3fbf-ebff,021-CIDEZYME-01,2023-10-26,16,,8,14280,NR4644552277,,,0,
2023-11-10,2023-11-07,5a85d50f-ec8d,020-CIDEX-TS-01,2023-11-08,16,,2,576,WH7182225252,,,0,
2023-11-10,2023-10-25,04e9166f-4579,001-100NX-01,2023-10-25,,,4,16360,OB3551405058,,,0,
2023-11-10,2023-11-06,18224cf5-eed1,015-VERISURE-MI,2023-11-06,,,6,49344,MT5912729199,,,0,
2023-11-10,2023-11-07,4852cd49-c8f1,007-TYVEK-01,2023-11-08,16,,10,64650,JA7531711632,,,0,
2023-11-10,2023-10-19,2cfd232d-04e0,018-ENZOL-01,2023-10-28,,,5,66500,DS3451750729,,,0,
2023-11-10,2023-10-06,3e29a9b7-ab6e,017-EVOTECH-01,2023-10-06,16,,10,175180,WU7128474283,,,0,
2023-11-10,2023-10-09,3e5adcdc-5a5b,010-VELOCITY-01,2023-10-09,16,,4,11712,YG8347654762,,,0,
2023-11-10,2023-10-09,8f14b170-997f,019-CIDEX-01,2023-10-09,16,,5,23170,MM2994516264,,,0,
2023-11-10,2023-11-09,61189e80-f055,006-TRAYMAT-01,2023-11-09,16,,6,53460,ZN7639136797,,,0,
2023-11-10,2023-06-19,4dac1c47-8646,005-APTITRH-01,2023-09-01,,,2,494,KW2908404232,,,0,
2023-11-10,2023-10-27,bff6220c-7116,001-100NX-01,2023-10-27,,,8,58896,EV0871944339,,,0,
2023-11-10,2023-10-06,abc11da0-0a5a,008-CASSETTE-01,2023-10-05,,,4,56520,HK6690918156,,,0,
2023-11-10,2023-11-08,23e2d1c4-0244,010-VELOCITY-01,2023-11-08,,,1,244,FS2259684554,,,0,
2023-11-10,2023-09-28,fa592ef8-d297,003-100S-01,2023-09-28,,,1,4704,YO7915934049,,,0,
2023-11-10,2023-11-08,8a521d9e-7722,014-VERISURE-BD,2023-11-08,,,10,87340,MM2118529484,,,0,
2023-11-10,2023-10-31,5d4634ee-4687,016-AEROFLEX-01,2023-11-01,16,,7,22624,QV4624146441,,,0,
2023-11-10,2023-11-07,e5a8f217-d913,020-CIDEX-TS-01,2023-11-08,16,,11,2112,NJ5104129949,,,0,
2023-11-10,2023-11-07,a51e2fd4-4d42,011-BIOTRACE-PRO,2023-11-08,16,,4,17856,WY8563740305,,,0,
2023-11-10,2023-11-07,2d3328c8-e86c,005-APTITRH-01,2023-11-07,,,3,468,RL0333531917,,,0,
2023-11-10,2023-10-18,4e0d405e-22e1,019-CIDEX-01,2023-10-18,16,,6,31776,ED0856149313,,,0,
2023-11-10,2023-11-07,90163f3a-a90b,019-CIDEX-01,2023-11-07,,,12,103272,GP6533477277,,,0,
2023-11-10,2023-10-27,15d3808f-f0b9,021-CIDEZYME-01,2023-10-27,,,1,105,FD4607828862,,,0,
2023-11-10,2023-10-12,93791728-d712,015-VERISURE-MI,2023-10-12,16,,2,2056,KL5220596081,,,0,
2023-11-10,2023-11-08,95ab0a41-1da0,001-100NX-01,2023-11-08,16,,1,4090,PV8589791959,,,0,
2023-11-10,2023-11-06,717ac24e-4861,009-CCB-01,2023-11-06,,,9,80766,FB9211570934,,,0,
2023-11-10,2023-11-07,0b6c5cba-ee64,020-CIDEX-TS-01,2023-11-08,16,,6,1248,RK5771644334,,,0,
2023-11-10,2023-11-08,1ae51b93-b838,004-APTITR-01,2023-11-08,16,,10,47190,TO9481651849,,,0,
2023-11-10,2023-11-09,94ab5b28-e3eb,012-BIOTRACE-MINI,2023-11-09,16,,3,2856,AW1727667408,,,0,
2023-11-10,2023-10-25,8d7f16e5-8245,004-APTITR-01,2023-10-25,16,,4,8580,VQ3326348247,,,0,
2023-11-10,2023-11-07,bf9d1a27-b17c,020-CIDEX-TS-01,2023-11-07,,,4,512,RZ1624751967,,,0,
2023-11-10,2023-11-06,2685109d-f5b4,005-APTITRH-01,2023-11-06,,,2,78,HQ0829032201,,,0,
2023-11-10,2023-10-09,6e83297c-a2e1,021-CIDEZYME-01,2023-10-09,16,,11,17325,KG3036365648,,,0,
2023-11-10,2023-10-31,059eb062-4512,001-100NX-01,2023-11-01,16,,4,52352,FP6703519424,,,0,
2023-11-10,2023-11-06,291042a4-3af6,014-VERISURE-BD,2023-11-06,,,16,203264,AH6251925242,,,0,
2023-11-10,2023-11-09,75de7fcc-1d6e,009-CCB-01,2023-11-08,,,1,5128,BP1867474023,,,0,
2023-11-10,2023-11-08,f4beb333-e0a7,014-VERISURE-BD,2023-11-08,,,13,165152,UL3419072180,,,0,
2023-11-10,2023-09-26,756008de-d78a,021-CIDEZYME-01,2023-09-26,16,,8,7560,QV4791868586,,,0,
2023-11-10,2023-10-24,5b6c68b2-8df5,016-AEROFLEX-01,2023-10-23,,,7,53732,VK8007482720,,,0,
2023-11-10,2023-11-08,15865a63-3fbe,006-TRAYMAT-01,2023-11-08,16,,4,49896,KX8776670002,,,0,
2023-11-10,2023-10-23,e33609a6-86e7,007-TYVEK-01,2023-10-23,16,,1,5603,VW5446185253,,,0,
2023-11-10,2023-10-26,92afddae-2876,011-BIOTRACE-PRO,2023-10-26,16,,3,35712,GD3124681169,,,0,
2023-11-10,2023-11-08,6a6a1066-22cd,020-CIDEX-TS-01,2023-11-08,16,,8,1920,FR9383258506,,,0,
2023-11-10,2023-09-15,881de003-37bf,009-CCB-01,2023-09-15,,,6,69228,NN1305275502,,,0,
2023-11-10,2023-11-03,91a34a01-33a9,007-TYVEK-01,2023-11-03,,,2,13792,XK8653290292,,,0,
2023-11-10,2023-09-26,9caf9bfa-07a0,010-VELOCITY-01,2023-09-26,16,,9,21960,HB9823381374,,,0,
2023-11-10,2023-11-03,3fecd2fa-dc43,021-CIDEZYME-01,2023-11-03,Z1,,5,2625,DX7357944558,,,0,
2023-11-10,2023-10-25,bf7bb1be-e941,019-CIDEX-01,2023-10-25,,,6,27804,IG6793314197,,,0,
2023-11-10,2023-09-21,7ea083f5-0a76,021-CIDEZYME-01,2023-10-21,16,,10,21000,EK5562077475,,,0,
2023-11-10,2023-11-09,6542d836-dbb1,001-100NX-01,2023-11-09,,,3,24540,BL3727960665,,,0,
2023-11-10,2023-11-07,8d3b03e9-564f,010-VELOCITY-01,2023-11-07,,,9,30744,NQ8017829749,,,0,
2023-11-10,2023-09-19,da46e357-518d,009-CCB-01,2023-09-19,,,2,6410,SY8818850928,,,0,
2023-11-10,2023-10-12,6aece043-6b27,001-100NX-01,2023-10-12,16,,2,29448,LR7940814707,,,0,
2023-11-10,2023-10-27,12ea1645-845e,001-100NX-01,2023-10-27,,,15,233130,JT5898825481,,,0,
2023-11-10,2023-10-03,8bbabf2d-a84e,018-ENZOL-01,2023-10-03,16,,4,15200,EX8001804389,,,0,
2023-11-10,2023-11-09,87d9a035-1efd,013-SEALSURE-01,2023-11-09,,,6,7104,PM5391932950,,,0,
2023-11-10,2023-10-06,ac0a1310-4cc4,001-100NX-01,2023-10-06,16,,4,19632,DZ4195794948,,,0,
2023-11-10,2023-11-08,bb81bf66-be36,018-ENZOL-01,2023-11-08,,,2,30400,KJ1887572658,,,0,
2023-11-10,2023-10-31,cfc3c7a4-c3cd,016-AEROFLEX-01,2023-11-01,16,,2,4040,NT5540769083,,,0,
2023-11-10,2023-11-09,cdb5fc66-5160,007-TYVEK-01,2023-11-09,,,2,3448,FA0623983948,,,0,
2023-11-10,2023-10-06,e7119893-3cd1,006-TRAYMAT-01,2023-10-06,16,,2,5346,BB2527315971,,,0,
2023-11-10,2023-09-26,4e4c9d50-3456,021-CIDEZYME-01,2023-09-25,,,2,630,KB6946362642,,,0,
2023-11-10,2023-09-25,da233666-6078,014-VERISURE-BD,2023-09-25,16,,6,38112,JI8642240979,,,0,
2023-11-10,2023-10-12,1c7d36aa-7a51,021-CIDEZYME-01,2023-10-12,16,,11,13860,AR6907788716,,,0,
2023-11-10,2023-11-07,e0af8892-0bbc,012-BIOTRACE-MINI,2023-11-07,,,14,36176,CK1383221360,,,0,
2023-11-10,2023-11-09,24fe2491-8778,004-APTITR-01,2023-11-09,,,6,15444,WB9724236303,,,0,
2023-11-10,2023-11-03,9a124a1d-66fa,008-CASSETTE-01,2023-11-03,16,,3,40035,LB0140076647,,,0,
